filename, label
019.Gray_Catbird/Gray_Catbird_0043_21008.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0032_21551.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0067_21043.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0039_21040.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0127_20034.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0069_21065.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0048_20558.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0013_20562.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0019_20567.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0111_19550.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0023_20668.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0130_20328.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0134_20596.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0028_20598.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0022_19585.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0031_21635.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0075_21125.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0074_19601.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0102_20644.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0080_20139.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0060_20656.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0131_19633.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0141_21174.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0101_21178.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0055_20671.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0100_20674.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0107_20513.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0053_20694.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0001_20695.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0063_20707.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0104_20716.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0015_21230.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0092_20735.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0024_20739.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0091_20416.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0113_21270.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0050_20763.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0007_20186.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0139_21281.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0094_21303.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0049_21311.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0117_21333.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0125_19833.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0105_20864.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0042_20546.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0002_21395.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0057_20979.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0103_20930.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0008_20430.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0138_20945.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0045_20950.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0090_21464.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0044_20955.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0027_20968.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0118_20476.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0006_20867.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0071_20974.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0126_19446.png,019.Gray_Catbird
019.Gray_Catbird/Gray_Catbird_0129_20987.png,019.Gray_Catbird
171.Myrtle_Warbler/Myrtle_Warbler_0069_166914.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0107_166917.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0094_166922.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0086_166926.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0008_166927.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0064_166679.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0026_166680.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0101_166942.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0059_166946.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0071_166692.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0072_166702.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0025_166704.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0103_166963.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0039_166709.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0045_166710.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0043_166708.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0034_166720.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0009_166752.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0102_166725.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0033_166727.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0054_166985.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0093_166986.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0047_166987.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0016_166736.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0083_166738.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0020_166997.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0015_166713.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0097_167001.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0084_166747.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0077_166749.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0112_166754.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0091_166762.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0023_166764.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0001_166770.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0087_166783.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0110_166785.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0068_166892.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0098_166794.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0073_166798.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0028_166905.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0061_166816.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0050_166820.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0067_166828.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0104_166829.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0014_166831.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0036_166833.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0113_166834.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0032_166847.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0063_93378.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0044_166852.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0005_166853.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0030_166732.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0037_166690.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0100_166871.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0078_166875.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0065_166885.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0074_166637.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0088_166639.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0089_166896.png,171.Myrtle_Warbler
171.Myrtle_Warbler/Myrtle_Warbler_0007_166897.png,171.Myrtle_Warbler
108.White_necked_Raven/White_Necked_Raven_0047_102660.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0059_102668.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0007_102676.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0031_102686.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0014_102687.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0034_102598.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0039_102699.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0012_102700.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0030_102701.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0049_102713.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0004_102714.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0058_102729.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0020_102730.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0037_102734.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0018_102746.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0009_102518.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0015_102593.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0021_797341.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0046_797343.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0048_797345.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0025_797346.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0006_797347.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0044_797348.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0029_797349.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0010_797350.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0055_797352.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0065_797354.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0027_797355.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0042_797356.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0026_797357.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0057_797358.png,108.White_necked_Raven
108.White_necked_Raven/White_Necked_Raven_0036_797359.png,108.White_necked_Raven
